0.000000000000000000e+00,0.000000000000000000e+00
4.620000000000000000e+02,3.980000000000000000e+02
4.720000000000000000e+02,3.910000000000000000e+02
4.720000000000000000e+02,3.910000000000000000e+02
4.810000000000000000e+02,3.840000000000000000e+02
4.810000000000000000e+02,3.840000000000000000e+02
4.920000000000000000e+02,3.780000000000000000e+02
5.010000000000000000e+02,3.720000000000000000e+02
5.010000000000000000e+02,3.720000000000000000e+02
5.010000000000000000e+02,3.720000000000000000e+02
5.210000000000000000e+02,3.600000000000000000e+02
5.220000000000000000e+02,3.600000000000000000e+02
5.310000000000000000e+02,3.540000000000000000e+02
5.310000000000000000e+02,3.540000000000000000e+02
5.400000000000000000e+02,3.480000000000000000e+02
5.400000000000000000e+02,3.480000000000000000e+02
5.500000000000000000e+02,3.430000000000000000e+02
5.500000000000000000e+02,3.430000000000000000e+02
5.600000000000000000e+02,3.380000000000000000e+02
5.600000000000000000e+02,3.380000000000000000e+02
5.700000000000000000e+02,3.330000000000000000e+02
5.700000000000000000e+02,3.330000000000000000e+02
5.800000000000000000e+02,3.280000000000000000e+02
5.900000000000000000e+02,3.240000000000000000e+02
5.900000000000000000e+02,3.240000000000000000e+02
5.900000000000000000e+02,3.240000000000000000e+02
6.100000000000000000e+02,3.160000000000000000e+02
6.100000000000000000e+02,3.160000000000000000e+02
6.200000000000000000e+02,3.110000000000000000e+02
6.190000000000000000e+02,3.110000000000000000e+02
6.300000000000000000e+02,3.080000000000000000e+02
6.300000000000000000e+02,3.080000000000000000e+02
6.400000000000000000e+02,3.040000000000000000e+02
6.400000000000000000e+02,3.040000000000000000e+02
6.500000000000000000e+02,3.010000000000000000e+02
6.500000000000000000e+02,3.010000000000000000e+02
6.580000000000000000e+02,2.970000000000000000e+02
6.590000000000000000e+02,2.980000000000000000e+02
6.700000000000000000e+02,2.950000000000000000e+02
6.700000000000000000e+02,2.950000000000000000e+02
6.800000000000000000e+02,2.920000000000000000e+02
6.800000000000000000e+02,2.920000000000000000e+02
6.900000000000000000e+02,2.900000000000000000e+02
6.900000000000000000e+02,2.900000000000000000e+02
7.100000000000000000e+02,2.850000000000000000e+02
7.100000000000000000e+02,2.850000000000000000e+02
7.200000000000000000e+02,2.830000000000000000e+02
