7.200000000000000000e+02,2.830000000000000000e+02
7.300000000000000000e+02,2.800000000000000000e+02
7.300000000000000000e+02,2.800000000000000000e+02
7.400000000000000000e+02,2.790000000000000000e+02
7.400000000000000000e+02,2.790000000000000000e+02
7.510000000000000000e+02,2.780000000000000000e+02
7.510000000000000000e+02,2.780000000000000000e+02
7.620000000000000000e+02,2.770000000000000000e+02
7.620000000000000000e+02,2.770000000000000000e+02
7.710000000000000000e+02,2.750000000000000000e+02
7.710000000000000000e+02,2.750000000000000000e+02
7.820000000000000000e+02,2.750000000000000000e+02
7.820000000000000000e+02,2.750000000000000000e+02
8.020000000000000000e+02,2.730000000000000000e+02
8.020000000000000000e+02,2.730000000000000000e+02
8.130000000000000000e+02,2.740000000000000000e+02
8.130000000000000000e+02,2.740000000000000000e+02
8.230000000000000000e+02,2.740000000000000000e+02
8.240000000000000000e+02,2.740000000000000000e+02
8.350000000000000000e+02,2.750000000000000000e+02
8.350000000000000000e+02,2.750000000000000000e+02
8.440000000000000000e+02,2.740000000000000000e+02
8.440000000000000000e+02,2.740000000000000000e+02
8.540000000000000000e+02,2.740000000000000000e+02
8.540000000000000000e+02,2.740000000000000000e+02
8.640000000000000000e+02,2.750000000000000000e+02
8.640000000000000000e+02,2.750000000000000000e+02
8.750000000000000000e+02,2.760000000000000000e+02
8.750000000000000000e+02,2.760000000000000000e+02
8.950000000000000000e+02,2.780000000000000000e+02
8.960000000000000000e+02,2.780000000000000000e+02
9.080000000000000000e+02,2.820000000000000000e+02
9.170000000000000000e+02,2.820000000000000000e+02
9.170000000000000000e+02,2.820000000000000000e+02
9.170000000000000000e+02,2.820000000000000000e+02
9.280000000000000000e+02,2.840000000000000000e+02
9.280000000000000000e+02,2.840000000000000000e+02
9.380000000000000000e+02,2.870000000000000000e+02
9.380000000000000000e+02,2.870000000000000000e+02
9.480000000000000000e+02,2.880000000000000000e+02
9.480000000000000000e+02,2.880000000000000000e+02
9.580000000000000000e+02,2.900000000000000000e+02
9.580000000000000000e+02,2.900000000000000000e+02
9.700000000000000000e+02,2.940000000000000000e+02
9.700000000000000000e+02,2.940000000000000000e+02
9.900000000000000000e+02,3.000000000000000000e+02
9.920000000000000000e+02,3.010000000000000000e+02
1.002000000000000000e+03,3.040000000000000000e+02
1.002000000000000000e+03,3.040000000000000000e+02
1.014000000000000000e+03,3.100000000000000000e+02
1.014000000000000000e+03,3.100000000000000000e+02
1.024000000000000000e+03,3.120000000000000000e+02
1.024000000000000000e+03,3.120000000000000000e+02
1.034000000000000000e+03,3.160000000000000000e+02
1.034000000000000000e+03,3.160000000000000000e+02
1.046000000000000000e+03,3.210000000000000000e+02
1.046000000000000000e+03,3.210000000000000000e+02
1.057000000000000000e+03,3.260000000000000000e+02
1.057000000000000000e+03,3.260000000000000000e+02
1.077000000000000000e+03,3.340000000000000000e+02
1.077000000000000000e+03,3.340000000000000000e+02
1.089000000000000000e+03,3.400000000000000000e+02
1.089000000000000000e+03,3.400000000000000000e+02
1.099000000000000000e+03,3.450000000000000000e+02
1.111000000000000000e+03,3.510000000000000000e+02
1.111000000000000000e+03,3.510000000000000000e+02
1.111000000000000000e+03,3.510000000000000000e+02
1.122000000000000000e+03,3.570000000000000000e+02
1.122000000000000000e+03,3.570000000000000000e+02
1.133000000000000000e+03,3.620000000000000000e+02
1.133000000000000000e+03,3.620000000000000000e+02
1.143000000000000000e+03,3.690000000000000000e+02
1.143000000000000000e+03,3.690000000000000000e+02
1.154000000000000000e+03,3.760000000000000000e+02
1.154000000000000000e+03,3.760000000000000000e+02
1.174000000000000000e+03,3.880000000000000000e+02
1.176000000000000000e+03,3.890000000000000000e+02
1.187000000000000000e+03,3.960000000000000000e+02
1.187000000000000000e+03,3.960000000000000000e+02
1.198000000000000000e+03,4.040000000000000000e+02
1.198000000000000000e+03,4.040000000000000000e+02
1.208000000000000000e+03,4.100000000000000000e+02
1.208000000000000000e+03,4.100000000000000000e+02
1.219000000000000000e+03,4.180000000000000000e+02
1.219000000000000000e+03,4.180000000000000000e+02
1.230000000000000000e+03,4.260000000000000000e+02
1.230000000000000000e+03,4.260000000000000000e+02
1.242000000000000000e+03,4.350000000000000000e+02
1.242000000000000000e+03,4.350000000000000000e+02
1.255000000000000000e+03,4.460000000000000000e+02
1.255000000000000000e+03,4.460000000000000000e+02
1.275000000000000000e+03,4.610000000000000000e+02
1.290000000000000000e+03,4.740000000000000000e+02
1.290000000000000000e+03,4.740000000000000000e+02
1.290000000000000000e+03,4.740000000000000000e+02
1.302000000000000000e+03,4.840000000000000000e+02
1.302000000000000000e+03,4.840000000000000000e+02
1.312000000000000000e+03,4.920000000000000000e+02
1.312000000000000000e+03,4.920000000000000000e+02
1.323000000000000000e+03,5.020000000000000000e+02
1.323000000000000000e+03,5.020000000000000000e+02
1.335000000000000000e+03,5.120000000000000000e+02
1.335000000000000000e+03,5.120000000000000000e+02
1.348000000000000000e+03,5.240000000000000000e+02
1.348000000000000000e+03,5.240000000000000000e+02
1.361000000000000000e+03,5.360000000000000000e+02
1.361000000000000000e+03,5.360000000000000000e+02
1.373000000000000000e+03,5.460000000000000000e+02
1.373000000000000000e+03,5.460000000000000000e+02
