4.890000000000000000e+02,4.940000000000000000e+02,4.880000000000000000e+02,5.430000000000000000e+02,5.000000000000000000e+02,5.340000000000000000e+02,5.620000000000000000e+02,5.270000000000000000e+02,5.410000000000000000e+02
4.889997558593750000e+02,4.940007019042968750e+02,4.879997558593750000e+02,5.430000000000000000e+02,4.999996643066406250e+02,5.340000000000000000e+02,5.620005493164062500e+02,5.270000000000000000e+02,5.410000000000000000e+02
4.939299621582031250e+02,4.865592651367187500e+02,4.899929199218750000e+02,5.492782592773437500e+02,4.957705078125000000e+02,5.401726684570312500e+02,5.681585083007812500e+02,5.322474365234375000e+02,5.472211914062500000e+02
4.939494018554687500e+02,4.866940917968750000e+02,4.899682312011718750e+02,5.492786865234375000e+02,4.957679443359375000e+02,5.401726684570312500e+02,5.681591186523437500e+02,5.322477416992187500e+02,5.472211914062500000e+02
4.976405029296875000e+02,4.868491516113281250e+02,4.904640197753906250e+02,5.552397460937500000e+02,5.007975769042968750e+02,5.460302124023437500e+02,5.744576416015625000e+02,5.374549560546875000e+02,5.533046875000000000e+02
4.980473937988281250e+02,4.867103576660156250e+02,4.904595642089843750e+02,5.552396850585937500e+02,5.011021423339843750e+02,5.460302734375000000e+02,5.744574584960937500e+02,5.374555053710937500e+02,5.533053588867187500e+02
4.990757751464843750e+02,4.865898132324218750e+02,4.904504394531250000e+02,5.614371337890625000e+02,5.050490112304687500e+02,5.520131225585937500e+02,5.806605834960937500e+02,5.427591552734375000e+02,5.590409545898437500e+02
4.994221801757812500e+02,4.865890197753906250e+02,4.904506530761718750e+02,5.614371337890625000e+02,5.050707702636718750e+02,5.520131225585937500e+02,5.806607666015625000e+02,5.427589721679687500e+02,5.590409545898437500e+02
5.012178955078125000e+02,4.865898437500000000e+02,4.904477844238281250e+02,5.674696655273437500e+02,5.110305480957031250e+02,5.578276977539062500e+02,5.868854980468750000e+02,5.483887939453125000e+02,5.647351074218750000e+02
5.012146911621093750e+02,4.865896606445312500e+02,4.904483032226562500e+02,5.674696655273437500e+02,5.110320129394531250e+02,5.578276977539062500e+02,5.868860473632812500e+02,5.483887939453125000e+02,5.647351074218750000e+02
5.012093811035156250e+02,4.865894775390625000e+02,4.904478759765625000e+02,5.737395629882812500e+02,5.156979370117187500e+02,5.640242919921875000e+02,5.928854370117187500e+02,5.541671142578125000e+02,5.710227661132812500e+02
5.012082824707031250e+02,4.865572204589843750e+02,4.903039855957031250e+02,5.737398071289062500e+02,5.156973266601562500e+02,5.640242919921875000e+02,5.928854370117187500e+02,5.541666870117187500e+02,5.710227661132812500e+02
5.012063293457031250e+02,4.865626220703125000e+02,4.903046264648437500e+02,5.798186035156250000e+02,5.225746459960937500e+02,5.702681884765625000e+02,5.992325439453125000e+02,5.593853149414062500e+02,5.773429565429687500e+02
5.012063293457031250e+02,4.865998229980468750e+02,4.903046264648437500e+02,5.798186035156250000e+02,5.225746459960937500e+02,5.702685546875000000e+02,5.992325439453125000e+02,5.593853149414062500e+02,5.773429565429687500e+02
5.012063293457031250e+02,4.866430053710937500e+02,4.903052062988281250e+02,5.798186035156250000e+02,5.225749511718750000e+02,5.702685546875000000e+02,5.992325439453125000e+02,5.593853149414062500e+02,5.773429565429687500e+02
5.009729919433593750e+02,4.866434326171875000e+02,4.903044128417968750e+02,5.858045043945312500e+02,5.506508789062500000e+02,5.764434814453125000e+02,6.053589477539062500e+02,5.652174072265625000e+02,5.828335571289062500e+02
5.009719543457031250e+02,4.866431274414062500e+02,4.903035888671875000e+02,5.917973022460937500e+02,5.506300048828125000e+02,5.814193725585937500e+02,6.117283325195312500e+02,5.709503173828125000e+02,5.888671875000000000e+02
5.009773559570312500e+02,4.866431274414062500e+02,4.903035888671875000e+02,5.917973022460937500e+02,5.506284790039062500e+02,5.814193725585937500e+02,6.117261962890625000e+02,5.709506835937500000e+02,5.888671875000000000e+02
5.009753723144531250e+02,4.866431274414062500e+02,4.903035888671875000e+02,5.917973022460937500e+02,5.504553833007812500e+02,5.814193725585937500e+02,6.117258300781250000e+02,5.709501342773437500e+02,5.888671875000000000e+02
5.008060302734375000e+02,4.866434020996093750e+02,4.903034362792968750e+02,5.973562622070312500e+02,5.504296264648437500e+02,5.859271850585937500e+02,6.226068725585937500e+02,5.762927856445312500e+02,5.944183959960937500e+02
5.008078613281250000e+02,4.866428833007812500e+02,4.903034362792968750e+02,6.035998535156250000e+02,5.504227294921875000e+02,5.922268676757812500e+02,6.226041259765625000e+02,5.820698242187500000e+02,6.006888427734375000e+02
5.007963562011718750e+02,4.866445922851562500e+02,4.903034362792968750e+02,6.035998535156250000e+02,5.504183349609375000e+02,5.922268676757812500e+02,6.225983886718750000e+02,5.820699462890625000e+02,6.006888427734375000e+02
5.007963562011718750e+02,4.866433410644531250e+02,4.903034362792968750e+02,6.095034790039062500e+02,5.504212646484375000e+02,5.984712524414062500e+02,6.291519165039062500e+02,5.877892456054687500e+02,6.067655639648437500e+02
5.007962036132812500e+02,4.866420898437500000e+02,4.903042907714843750e+02,6.095034790039062500e+02,5.504160156250000000e+02,5.984712524414062500e+02,6.291533203125000000e+02,5.877892456054687500e+02,6.067655639648437500e+02
5.007960815429687500e+02,4.866409301757812500e+02,4.903032836914062500e+02,6.154304199218750000e+02,5.504160156250000000e+02,6.044761962890625000e+02,6.353274536132812500e+02,5.935538940429687500e+02,6.115153808593750000e+02
5.007960815429687500e+02,4.866409301757812500e+02,4.903032836914062500e+02,6.154298706054687500e+02,5.504300537109375000e+02,6.044757080078125000e+02,6.353274536132812500e+02,5.935545654296875000e+02,6.115153808593750000e+02
5.007955322265625000e+02,4.866409301757812500e+02,4.903032836914062500e+02,6.211143188476562500e+02,5.504087524414062500e+02,6.102421264648437500e+02,6.420430908203125000e+02,5.993027954101562500e+02,6.180977172851562500e+02
5.007998657226562500e+02,4.866409301757812500e+02,4.903041076660156250e+02,6.211143188476562500e+02,5.504063110351562500e+02,6.102421264648437500e+02,6.420430908203125000e+02,5.993027954101562500e+02,6.180977172851562500e+02
5.007956237792968750e+02,4.866409301757812500e+02,4.903031005859375000e+02,6.211143188476562500e+02,5.504090576171875000e+02,6.102421264648437500e+02,6.420430908203125000e+02,5.993027954101562500e+02,6.180977172851562500e+02
5.007956237792968750e+02,4.866429138183593750e+02,4.903034057617187500e+02,6.252232055664062500e+02,5.504054565429687500e+02,6.162002563476562500e+02,6.514349975585937500e+02,6.050668334960937500e+02,6.241666870117187500e+02
5.007956237792968750e+02,4.866419982910156250e+02,4.903034057617187500e+02,6.300617675781250000e+02,5.504054565429687500e+02,6.224581909179687500e+02,6.770626220703125000e+02,6.113178100585937500e+02,6.279025878906250000e+02
5.007956237792968750e+02,4.866388549804687500e+02,4.903065795898437500e+02,6.300611572265625000e+02,5.504268798828125000e+02,6.224582519531250000e+02,6.770685424804687500e+02,6.113180541992187500e+02,6.279020385742187500e+02
5.007956237792968750e+02,4.866350708007812500e+02,4.903065795898437500e+02,6.356818847656250000e+02,5.504039306640625000e+02,6.286871948242187500e+02,6.770650634765625000e+02,6.172654418945312500e+02,6.345899047851562500e+02
5.007956237792968750e+02,4.866364440917968750e+02,4.903065795898437500e+02,6.356818847656250000e+02,5.504089965820312500e+02,6.286871948242187500e+02,6.770621948242187500e+02,6.172654418945312500e+02,6.345899047851562500e+02
5.007956237792968750e+02,4.866376342773437500e+02,4.903065795898437500e+02,6.356818847656250000e+02,5.504048461914062500e+02,6.286871948242187500e+02,6.770628662109375000e+02,6.172654418945312500e+02,6.345899047851562500e+02
5.007956237792968750e+02,4.866382446289062500e+02,4.903065795898437500e+02,6.403967285156250000e+02,5.505011596679687500e+02,6.351784057617187500e+02,6.768215942382812500e+02,6.233259887695312500e+02,6.408659057617187500e+02
5.007956237792968750e+02,4.866376037597656250e+02,4.903065795898437500e+02,6.465919799804687500e+02,5.504934082031250000e+02,6.414630737304687500e+02,6.613530273437500000e+02,6.298367919921875000e+02,6.469080200195312500e+02
5.007229919433593750e+02,4.866152343750000000e+02,4.903065795898437500e+02,6.465921630859375000e+02,5.504936523437500000e+02,6.414628295898437500e+02,6.613785400390625000e+02,6.298372192382812500e+02,6.469076538085937500e+02
5.007603454589843750e+02,4.866247863769531250e+02,4.903065795898437500e+02,6.518612060546875000e+02,5.504951782226562500e+02,6.482804565429687500e+02,6.613422851562500000e+02,6.357515258789062500e+02,6.528286132812500000e+02
5.007603454589843750e+02,4.866228942871093750e+02,4.903065795898437500e+02,6.518587036132812500e+02,5.504973754882812500e+02,6.482814331054687500e+02,6.613722534179687500e+02,6.357515258789062500e+02,6.528276367187500000e+02
5.007603454589843750e+02,4.866251831054687500e+02,4.903065795898437500e+02,6.518620605468750000e+02,5.504992675781250000e+02,6.482812500000000000e+02,6.613656616210937500e+02,6.357515258789062500e+02,6.528281860351562500e+02
5.006189880371093750e+02,4.866256408691406250e+02,4.903062744140625000e+02,6.582448730468750000e+02,5.506835937500000000e+02,6.544602050781250000e+02,6.613092041015625000e+02,6.420827026367187500e+02,6.576589355468750000e+02
5.005431213378906250e+02,4.866245727539062500e+02,4.903068847656250000e+02,6.647501831054687500e+02,5.507657470703125000e+02,6.605448608398437500e+02,6.613505859375000000e+02,6.483175048828125000e+02,6.641696777343750000e+02
5.005408325195312500e+02,4.866245727539062500e+02,4.903059692382812500e+02,6.647503051757812500e+02,5.507616577148437500e+02,6.605450439453125000e+02,6.613350830078125000e+02,6.483175048828125000e+02,6.641701660156250000e+02
5.005408325195312500e+02,4.866254272460937500e+02,4.903059692382812500e+02,6.710172119140625000e+02,5.507593383789062500e+02,6.663257446289062500e+02,6.613121948242187500e+02,6.543757934570312500e+02,6.702769165039062500e+02
5.005408325195312500e+02,4.866254272460937500e+02,4.903059692382812500e+02,6.710173950195312500e+02,5.507593383789062500e+02,6.663261718750000000e+02,6.613016357421875000e+02,6.543757934570312500e+02,6.702733764648437500e+02
5.005408325195312500e+02,4.866254272460937500e+02,4.903059692382812500e+02,6.772843017578125000e+02,5.507593383789062500e+02,6.726965332031250000e+02,6.612829589843750000e+02,6.604968261718750000e+02,6.764383544921875000e+02
5.005408325195312500e+02,4.866254272460937500e+02,4.903059692382812500e+02,6.772839355468750000e+02,5.507593383789062500e+02,6.726744995117187500e+02,6.612829589843750000e+02,6.604969482421875000e+02,6.764436035156250000e+02
5.005408325195312500e+02,4.866254272460937500e+02,4.903059692382812500e+02,6.772849121093750000e+02,5.507593383789062500e+02,6.726471557617187500e+02,6.612829589843750000e+02,6.604968872070312500e+02,6.764704589843750000e+02
5.005408325195312500e+02,4.866254272460937500e+02,4.903059692382812500e+02,6.840299682617187500e+02,5.507593383789062500e+02,6.788240356445312500e+02,6.612247924804687500e+02,6.670509643554687500e+02,6.821923828125000000e+02
5.005408325195312500e+02,4.866254272460937500e+02,4.903062438964843750e+02,6.903583984375000000e+02,5.507593383789062500e+02,6.856224975585937500e+02,6.611228637695312500e+02,6.730733642578125000e+02,6.889211425781250000e+02
5.005408325195312500e+02,4.866254272460937500e+02,4.903062438964843750e+02,6.903582763671875000e+02,5.507593994140625000e+02,6.856226196289062500e+02,6.612180786132812500e+02,6.730733642578125000e+02,6.889211425781250000e+02
5.005408325195312500e+02,4.866254272460937500e+02,4.903062438964843750e+02,6.965995483398437500e+02,5.507598266601562500e+02,6.918111572265625000e+02,6.611856689453125000e+02,6.797620239257812500e+02,6.951796875000000000e+02
5.005408325195312500e+02,4.866254272460937500e+02,4.903062438964843750e+02,6.965994262695312500e+02,5.507598266601562500e+02,6.918109741210937500e+02,6.612166748046875000e+02,6.797620239257812500e+02,6.951801757812500000e+02
5.005408325195312500e+02,4.866254272460937500e+02,4.903062438964843750e+02,6.965996093750000000e+02,5.507598266601562500e+02,6.918109741210937500e+02,6.611054077148437500e+02,6.797620239257812500e+02,6.951799316406250000e+02
5.005409851074218750e+02,4.866252746582031250e+02,4.903062438964843750e+02,7.031296386718750000e+02,5.507624511718750000e+02,6.984212646484375000e+02,6.611805419921875000e+02,6.860184326171875000e+02,7.012719726562500000e+02
